Swap #	Nswaps (direction corrected)	Timestep	Time	dTime	TimeRatio	Swap direction	X size	Y size	Surface area	-dS	-dS/S0	OLD Subavalanche #	OLD Subavalanche start	Subavalanche #	Subavalanche start	Subavalanche end	Swap bond c.x	Swap bond c.y	Swap bond c.z	Distance to previous swap	Distance to prev assoc swap	Atom1	Atom2
543	537	592585	1477.755	1.830	1.00123990	-1	1840.720	1837.210	3381789.19120	83928.81420	0.02421686	3		215		215	437.06050	627.79650	0.00000	770.61468	163.86395	1768	8100
544	538	592780	1478.340	0.585	1.00039587	-1	1840.720	1837.210	3381789.19120	83928.81420	0.02421686	3		219			999.32700	325.40950	0.00000	638.42111	10.75227	15052	16538
545	539	593187	1479.561	1.221	1.00082593	-1	1840.720	1837.200	3381770.78400	83947.22140	0.02422217	3		216	216	216	1641.97500	900.19550	0.00000	862.19220	862.19220	17288	18885
546	540	593349	1480.047	0.486	1.00032848	-1	1840.720	1837.200	3381770.78400	83947.22140	0.02422217	3		217		217	66.26460	1281.88000	0.00000	1621.27922	25.50238	22432	27610
547	541	593675	1481.025	0.978	1.00066079	-1	1840.710	1837.200	3381752.41200	83965.59340	0.02422747	3		220	220		73.03720	367.71100	0.00000	914.19409	914.19409	1998	7610
548	542	593929	1481.787	0.762	1.00051451	-1	1840.700	1837.200	3381734.04000	83983.96540	0.02423278	3		218	218	218	1518.66500	76.00725	0.00000	1474.76466	1474.76466	17430	17518
549	543	595971	1487.913	6.126	1.00413420	-1	1840.670	1837.160	3381605.29720	84112.70820	0.02426992	3		219			1024.28000	219.10250	0.00000	514.67735	109.19629	14248	16758
550	544	596601	1489.803	1.890	1.00127024	-1	1840.670	1837.160	3381605.29720	84112.70820	0.02426992	3		220		220	52.21520	364.65950	0.00000	982.90224	21.04441	3160	4291
551	545	596748	1490.244	0.441	1.00029601	-1	1840.660	1837.150	3381568.51900	84149.48640	0.02428053	3		221	221		92.57135	1362.90500	0.00000	999.06091	999.06091	25277	27408
552	546	596761	1490.283	0.039	1.00002617	-1	1840.660	1837.150	3381568.51900	84149.48640	0.02428053	3		221			86.15530	1700.05000	0.00000	337.20604	337.20604	23829	25087
553	547	597276	1491.828	1.545	1.00103672	-1	1840.660	1837.150	3381568.51900	84149.48640	0.02428053	3		219		219	987.39500	308.69900	0.00000	1657.73659	96.89188	17996	18757
554	548	597958	1493.874	2.046	1.00137147	-1	1840.650	1837.140	3381531.74100	84186.26440	0.02429115	3		222	222	222	745.23850	784.95300	0.00000	534.28236	534.28236	3405	9341
555	549	598975	1496.925	3.051	1.00204234	-1	1840.630	1837.130	3381476.59190	84241.41350	0.02430706	3		221		221	125.24600	1647.51500	0.00000	1062.26358	65.48289	21353	28955
556	550	601112	1503.336	6.411	1.00428278	-1	1840.610	1837.100	3381384.63100	84333.37440	0.02433359	3		223	223		1705.82000	781.54400	0.00000	1802.25413	1802.25413	15964	19330
557	551	602754	1508.262	4.926	1.00327671	-1	1840.590	1837.080	3381311.07720	84406.92820	0.02435482	3		226	226		111.71750	1589.37000	0.00000	1787.10538	1787.10538	20334	28084
558	552	603205	1509.615	1.353	1.00089706	-1	1840.580	1837.070	3381274.30060	84443.70480	0.02436543	3		223			1713.62500	769.72000	0.00000	1799.42595	14.16775	15273	19292
559	553	604351	1513.053	3.438	1.00227740	-1	1840.560	1837.050	3381200.74800	84517.25740	0.02438665	3		226			110.75700	1572.43500	0.00000	1792.63415	16.96222	20827	27473
560	554	604457	1513.371	0.318	1.00021017	-1	1840.560	1837.050	3381200.74800	84517.25740	0.02438665	3		223			1762.85000	812.89050	0.00000	1818.32866	65.47360	10427	15474
561	555	604887	1514.661	1.290	1.00085240	-1	1840.550	1837.050	3381182.37750	84535.62790	0.02439195	3		224	224		816.73700	1055.09000	0.00000	976.62194	976.62194	28213	29288
562	556	605293	1515.879	1.218	1.00080414	-1	1840.550	1837.040	3381163.97200	84554.03340	0.02439726	3		223		223	1695.46500	777.66350	0.00000	921.48161	19.82132	12666	17199
563	557	605789	1517.367	1.488	1.00098161	-1	1840.540	1837.030	3381127.19620	84590.80920	0.02440787	3		224		224	803.20100	1048.89000	0.00000	932.57646	14.88836	24198	27500
564	558	605939	1517.817	0.450	1.00029657	-1	1840.540	1837.030	3381127.19620	84590.80920	0.02440787	3		226			94.23940	1644.86000	0.00000	926.17860	58.17752	28782	28914
565	559	606719	1520.157	2.340	1.00154169	-1	1840.530	1837.020	3381090.42060	84627.58480	0.02441849	3		225	225	225	812.85650	442.28200	0.00000	1400.92983	1400.92983	4554	5539
566	560	607816	1523.448	3.291	1.00216491	-1	1840.520	1837.000	3381035.24000	84682.76540	0.02443441	3		226			59.03785	1565.04500	0.00000	1352.34585	87.23293	22204	22272
567	561	608084	1524.252	0.804	1.00052775	-1	1840.510	1836.990	3380998.46490	84719.54050	0.02444502	3		227	227		1452.48500	1658.16500	0.00000	1396.55515	1396.55515	30795	38357
568	562	608577	1525.731	1.479	1.00097031	-1	1840.510	1836.980	3380980.05980	84737.94560	0.02445033	3		227		227	1450.06000	1645.54000	0.00000	12.85579	12.85579	30976	36493
569	563	609347	1528.041	2.310	1.00151403	-1	1840.490	1836.970	3380924.91530	84793.09010	0.02446624	3		226		226	103.53000	1640.02000	0.00000	1346.54131	87.18258	21412	26607
570	564	611145	1533.435	5.394	1.00353001	-1	1840.470	1836.950	3380851.36650	84866.63890	0.02448746	3		242	242		1579.64000	978.22550	0.00000	1617.67509	1617.67509	35254	37337
571	565	611345	1534.035	0.600	1.00039128	-1	1840.470	1836.940	3380832.96180	84885.04360	0.02449277	3		228	228		1271.81500	84.97650	0.00000	944.80157	944.80157	17745	17939
572	566	611469	1534.407	0.372	1.00024250	-1	1840.470	1836.940	3380832.96180	84885.04360	0.02449277	3		228		228	1285.87000	83.02730	0.00000	14.18952	14.18952	11424	11883
573	567	612710	1538.130	3.723	1.00242634	-1	1840.450	1836.920	3380759.41400	84958.59140	0.02451399	3		242			1583.41000	965.29600	0.00000	931.08974	13.46792	32001	35972
574	568	612895	1538.685	0.555	1.00036083	-1	1840.450	1836.920	3380759.41400	84958.59140	0.02451399	3		242			1553.02500	966.96550	0.00000	30.43083	28.89889	33680	36087
575	569	613948	1541.844	3.159	1.00205305	-1	1840.430	1836.900	3380685.86700	85032.13840	0.02453522	3		242			1561.69500	973.05400	0.00000	10.59428	10.59428	33212	35764
576	570	614943	1544.829	2.985	1.00193599	-1	1840.430	1836.890	3380667.46270	85050.54270	0.02454053	3		242			1570.78000	974.18900	0.00000	9.15562	9.15562	37123	37180
577	571	615877	1547.631	2.802	1.00181379	-1	1840.410	1836.880	3380612.32080	85105.68460	0.02455644	3		242			1584.77500	975.18650	0.00000	14.03050	9.98425	35254	39345
578	572	616133	1548.399	0.768	1.00049624	-1	1840.410	1836.870	3380593.91670	85124.08870	0.02456175	3		242			1560.28000	939.22800	0.00000	43.50884	28.67061	38464	39986
579	573	616872	1550.616	2.217	1.00143180	-1	1840.390	1836.860	3380538.77540	85179.23000	0.02457766	3		242			1564.54000	930.26150	0.00000	9.92702	9.92702	35309	37976
580	574	617907	1553.721	3.105	1.00200243	-1	1840.380	1836.850	3380502.00300	85216.00240	0.02458827	3		229	229	229	1133.07000	113.86950	0.00000	923.39713	923.39713	10946	17692
581	575	618831	1556.493	2.772	1.00178410	-1	1840.360	1836.840	3380446.86240	85271.14300	0.02460418	3		230	230		916.67000	1796.52000	0.00000	1696.50867	1696.50867	20025	29556
582	576	618846	1556.538	0.045	1.00002891	-1	1840.360	1836.840	3380446.86240	85271.14300	0.02460418	3		231	231		899.30550	1054.68500	0.00000	742.03820	742.03820	22592	26315
583	577	618854	1556.562	0.024	1.00001542	-1	1840.360	1836.840	3380446.86240	85271.14300	0.02460418	3		231			697.61700	1174.45000	0.00000	234.56749	234.56749	21032	26341
584	576	618909	1556.727	0.165	1.00010600	1	1840.360	1836.830	3380428.45880	85289.54660	0.02460949	3		242			1549.05000	902.70650	0.00000	893.74643	31.61041	10489	10678
585	577	619000	1557.000	0.273	1.00017537	-1	1840.360	1836.830	3380428.45880	85289.54660	0.02460949	3		230			926.99750	1793.77000	0.00000	1086.71223	10.68736	32814	35814
586	578	619964	1559.892	2.892	1.00185742	-1	1840.340	1836.810	3380354.91540	85363.09000	0.02463071	3		230		230	913.78700	1791.23000	0.00000	13.45247	6.02460	27845	29556
587	579	620122	1560.366	0.474	1.00030387	-1	1840.340	1836.810	3380354.91540	85363.09000	0.02463071	3		242			1604.83000	951.51850	0.00000	1087.49981	45.55375	37359	38620
588	580	620404	1561.212	0.846	1.00054218	-1	1840.340	1836.810	3380354.91540	85363.09000	0.02463071	3		231		231	905.74850	1008.03500	0.00000	701.36229	47.09283	22453	26950
589	581	621021	1563.063	1.851	1.00118562	-1	1840.320	1836.800	3380299.77600	85418.22940	0.02464662	3		232	232	232	1488.02500	1508.49000	0.00000	767.78977	767.78977	32323	35912
590	582	621412	1564.236	1.173	1.00075045	-1	1840.320	1836.800	3380299.77600	85418.22940	0.02464662	3		242			1608.80000	954.46550	0.00000	567.03593	4.94426	35988	37359
591	583	622256	1566.768	2.532	1.00161868	-1	1840.300	1836.790	3380244.63700	85473.36840	0.02466253	3		242			1604.39000	956.26650	0.00000	4.76358	4.76358	35988	38620
592	584	622363	1567.089	0.321	1.00020488	-1	1840.300	1836.780	3380226.23400	85491.77140	0.02466784	3		233	233		108.70300	1376.27500	0.00000	1553.54007	1553.54007	27806	29038
593	585	622571	1567.713	0.624	1.00039819	-1	1840.300	1836.780	3380226.23400	85491.77140	0.02466784	3		242			1612.84500	966.91600	0.00000	1558.85148	13.09110	30669	37900
594	586	622747	1568.241	0.528	1.00033680	-1	1840.300	1836.780	3380226.23400	85491.77140	0.02466784	3		242			1414.72000	946.14300	0.00000	199.21103	189.93998	32622	38204
595	587	623122	1569.366	1.125	1.00071736	-1	1840.290	1836.770	3380189.46330	85528.54210	0.02467845	3		233			116.15550	1383.62500	0.00000	1370.27744	10.46720	27292	29665
596	588	623313	1569.939	0.573	1.00036512	-1	1840.290	1836.770	3380189.46330	85528.54210	0.02467845	3		234	234		973.10750	1771.98000	0.00000	940.84342	940.84342	30750	35003
597	589	623919	1571.757	1.818	1.00115801	-1	1840.270	1836.760	3380134.32520	85583.68020	0.02469436	3		234			968.81350	1773.97500	0.00000	4.73481	4.73481	33219	35003
598	590	624050	1572.150	0.393	1.00025004	-1	1840.270	1836.760	3380134.32520	85583.68020	0.02469436	3		242			1588.06500	956.84600	0.00000	1025.26690	16.33528	31091	37946
599	591	624555	1573.665	1.515	1.00096365	-1	1840.260	1836.750	3380097.55500	85620.45040	0.02470497	3		242			1445.36500	937.32200	0.00000	144.02943	31.88928	38858	39376
600	592	625035	1575.105	1.440	1.00091506	-1	1840.250	1836.740	3380060.78500	85657.22040	0.02471558	3		233		233	138.39850	1368.36500	0.00000	1376.21201	26.97441	24874	27953
601	593	625127	1575.381	0.276	1.00017523	-1	1840.250	1836.740	3380060.78500	85657.22040	0.02471558	3		234			965.09300	1739.62500	0.00000	906.23274	33.33284	31028	35593
602	594	625188	1575.564	0.183	1.00011616	-1	1840.250	1836.730	3380042.38250	85675.62290	0.02472089	3		242			1580.42500	945.34700	0.00000	1004.74425	13.80567	37165	37283
603	595	625522	1576.566	1.002	1.00063596	-1	1840.250	1836.730	3380042.38250	85675.62290	0.02472089	3		234			851.86150	1798.73500	0.00000	1122.08549	119.54425	29180	29971
604	596	625543	1576.629	0.063	1.00003996	-1	1840.250	1836.730	3380042.38250	85675.62290	0.02472089	3		236	236		19.43120	334.89100	0.00000	1683.97727	1683.97727	5183	8987
605	597	625871	1577.613	0.984	1.00062412	-1	1840.240	1836.720	3380005.61280	85712.39260	0.02473150	3		242			1580.09000	998.69750	0.00000	1695.96432	42.60456	32648	39774
606	598	626885	1580.655	3.042	1.00192823	-1	1840.230	1836.700	3379950.44100	85767.56440	0.02474742	3		234		234	964.34000	1763.27000	0.00000	981.69199	11.60212	36880	39883
607	599	626891	1580.673	0.018	1.00001139	-1	1840.230	1836.700	3379950.44100	85767.56440	0.02474742	3		235	235		981.17250	269.90600	0.00000	1493.45886	1493.45886	14174	17839
608	600	627272	1581.816	1.143	1.00072311	-1	1840.220	1836.690	3379913.67180	85804.33360	0.02475803	3		236			12.06075	309.22400	0.00000	969.90901	26.70428	555	603
609	601	627487	1582.461	0.645	1.00040776	-1	1840.220	1836.690	3379913.67180	85804.33360	0.02475803	3		242			1434.46500	941.55900	0.00000	1556.62500	11.69454	38949	39378
610	602	627665	1582.995	0.534	1.00033745	-1	1840.220	1836.690	3379913.67180	85804.33360	0.02475803	3		242			1572.65000	1005.82000	0.00000	152.39610	10.29969	36413	39307
611	603	628437	1585.311	2.316	1.00146305	-1	1840.200	1836.670	3379840.13400	85877.87140	0.02477924	3		235		235	1221.08000	417.16700	0.00000	685.64847	281.49851	17790	19843
612	604	628534	1585.602	0.291	1.00018356	-1	1840.200	1836.670	3379840.13400	85877.87140	0.02477924	3		236			64.09005	360.15350	0.00000	1158.39384	51.30893	2432	2575
613	605	628673	1586.019	0.417	1.00026299	-1	1840.190	1836.670	3379821.76730	85896.23810	0.02478454	3		237	237		214.33800	1427.93500	0.00000	1078.30041	1078.30041	24454	29599
614	606	629017	1587.051	1.032	1.00065069	-1	1840.190	1836.660	3379803.36540	85914.64000	0.02478985	3		236		236	54.94490	367.92850	0.00000	1071.92348	12.00352	3160	3400
615	607	629071	1587.213	0.162	1.00010208	-1	1840.190	1836.660	3379803.36540	85914.64000	0.02478985	3		242			1565.82500	1012.79000	0.00000	1642.74314	9.75508	33920	36398
616	608	629684	1589.052	1.839	1.00115863	-1	1840.180	1836.650	3379766.59700	85951.40840	0.02480046	3		242			1574.85500	979.86750	0.00000	34.13842	26.04600	37123	37337
617	609	630510	1591.530	2.478	1.00155942	-1	1840.160	1836.650	3379729.86400	85988.14140	0.02481106	3		237		237	194.57500	1453.95500	0.00000	1459.42860	32.67440	28024	28316
618	610	630618	1591.854	0.324	1.00020358	-1	1840.160	1836.640	3379711.46240	86006.54300	0.02481637	3		242			1401.80500	976.74600	0.00000	1298.12661	48.00834	31068	37751
619	611	630628	1591.884	0.030	1.00001885	-1	1840.160	1836.640	3379711.46240	86006.54300	0.02481637	3		238	238	238	991.40750	1782.33500	0.00000	904.10162	904.10162	37753	39719
620	612	630731	1592.193	0.309	1.00019411	-1	1840.160	1836.640	3379711.46240	86006.54300	0.02481637	3		242			1532.43000	1035.38000	0.00000	922.30533	40.31791	31568	39563
621	613	631472	1594.416	2.223	1.00139619	-1	1840.150	1836.630	3379674.69450	86043.31090	0.02482698	3		242			1530.54500	1024.70500	0.00000	10.84015	10.84015	36927	39191
622	614	631632	1594.896	0.480	1.00030105	-1	1840.150	1836.620	3379656.29300	86061.71240	0.02483229	3		242			1539.97500	1018.44500	0.00000	11.31868	11.31868	35506	37162
623	615	631830	1595.490	0.594	1.00037244	-1	1840.150	1836.620	3379656.29300	86061.71240	0.02483229	3		239	239	239	588.31850	544.30950	0.00000	1063.22837	1063.22837	3652	4032
624	616	631875	1595.625	0.135	1.00008461	-1	1840.150	1836.620	3379656.29300	86061.71240	0.02483229	3		242			1571.77500	951.75550	0.00000	1064.51817	28.28022	34258	35641
625	617	633191	1599.573	3.948	1.00247427	-1	1840.120	1836.600	3379564.39200	86153.61340	0.02485881	3		242			1389.57000	945.87350	0.00000	182.29992	33.20853	34501	36928
626	616	633329	1599.987	0.414	1.00025882	1	1840.120	1836.600	3379564.39200	86153.61340	0.02485881	3		242			1580.43500	985.53350	0.00000	194.94195	34.87046	36630	37337
627	617	633999	1601.997	2.010	1.00125626	-1	1840.110	1836.590	3379527.62490	86190.38050	0.02486942	3		242			1403.11000	964.44350	0.00000	178.57476	22.98209	30029	35926
628	618	634158	1602.474	0.477	1.00029775	-1	1840.110	1836.590	3379527.62490	86190.38050	0.02486942	3		242			1555.34000	1078.12500	0.00000	189.99331	58.89387	35280	37608
629	619	634784	1604.352	1.878	1.00117194	-1	1840.100	1836.590	3379509.25900	86208.74640	0.02487471	3		240	240	240	1269.24000	431.49600	0.00000	707.09425	707.09425	17432	19093
630	620	634842	1604.526	0.174	1.00010846	-1	1840.100	1836.590	3379509.25900	86208.74640	0.02487471	3		242			1556.23000	1074.10000	0.00000	703.77778	4.12222	37608	38715
631	621	635278	1605.834	1.308	1.00081519	-1	1840.090	1836.580	3379472.49220	86245.51320	0.02488532	3		241	241	241	162.25500	404.26450	0.00000	1546.55937	1546.55937	2870	8881
632	622	636243	1608.729	2.895	1.00180280	-1	1840.070	1836.570	3379417.35990	86300.64550	0.02490123	3		242			1551.97500	1087.83000	0.00000	1548.73609	10.27182	36602	37676
633	623	637514	1612.542	3.813	1.00237019	-1	1840.050	1836.550	3379343.82750	86374.17790	0.02492245	3		242			1389.74500	992.24100	0.00000	188.29718	185.52130	31994	39636
634	624	637749	1613.247	0.705	1.00043720	-1	1840.050	1836.550	3379343.82750	86374.17790	0.02492245	3		242			1577.85500	1101.25000	0.00000	217.41282	29.15254	34552	35820
635	625	638993	1616.979	3.732	1.00231335	-1	1840.020	1836.540	3379270.33080	86447.67460	0.02494366	3		242			1497.86000	1481.83500	0.00000	388.90120	388.90120	32965	35753
636	626	639474	1618.422	1.443	1.00089240	-1	1840.010	1836.530	3379233.56530	86484.44010	0.02495426	3		242		242	1573.62500	1144.93500	0.00000	345.31427	43.88932	38919	38990
637	627	640917	1622.751	4.329	1.00267483	-1	1839.990	1836.510	3379160.03490	86557.97050	0.02497548	3		246	246		441.11550	185.43700	0.00000	1484.32280	1484.32280	8216	9503
638	628	641694	1625.082	2.331	1.00143645	-1	1839.970	1836.500	3379104.90500	86613.10040	0.02499139	3		243	243		1173.46000	474.02350	0.00000	787.15350	787.15350	16467	17810
639	629	641788	1625.364	0.282	1.00017353	-1	1839.970	1836.500	3379104.90500	86613.10040	0.02499139	3		244	244		74.00735	1228.11500	0.00000	1333.21046	1333.21046	27446	27996
640	630	642746	1628.238	2.874	1.00176822	-1	1839.960	1836.490	3379068.14040	86649.86500	0.02500200	3		244			64.90775	1227.59000	0.00000	9.11473	9.11473	20739	28757
641	631	642835	1628.505	0.267	1.00016398	-1	1839.950	1836.490	3379049.77550	86668.22990	0.02500729	3		243		243	1173.62500	470.41700	0.00000	1342.59633	3.61027	16944	17810
642	632	643385	1630.155	1.650	1.00101320	-1	1839.940	1836.480	3379013.01120	86704.99420	0.02501790	3		246			551.97350	387.08950	0.00000	627.21134	230.11568	848	5802
643	633	643546	1630.638	0.483	1.00029629	-1	1839.930	1836.480	3378994.64640	86723.35900	0.02502320	3		244		244	78.82440	1196.87000	0.00000	937.87767	31.61414	27278	29153
644	634	644636	1633.908	3.270	1.00200535	-1	1839.910	1836.460	3378921.11860	86796.88680	0.02504442	3		245	245	245	1624.94000	61.04565	0.00000	1918.48128	1918.48128	10709	12694
645	635	645582	1636.746	2.838	1.00173694	-1	1839.890	1836.450	3378865.99050	86852.01490	0.02506032	3		247	247	247	1193.81000	1087.12000	0.00000	1112.96974	1112.96974	31981	38343
646	636	646177	1638.531	1.785	1.00109058	-1	1839.880	1836.440	3378829.22720	86888.77820	0.02507093	3		246		246	252.75400	606.95050	0.00000	1056.47960	371.31007	1688	3597
647	637	648818	1646.454	7.923	1.00483543	-1	1839.840	1836.410	3378700.57440	87017.43100	0.02510805	3		248	248	248	91.12890	1226.36500	0.00000	640.15388	640.15388	28468	28850
648	638	650886	1652.658	6.204	1.00376810	-1	1839.800	1836.390	3378590.32200	87127.68340	0.02513987	3		249	249	249	972.60950	1713.01000	0.00000	1006.89195	1006.89195	38113	39319
649	639	655185	1665.555	12.897	1.00780379	-1	1839.740	1836.320	3378351.35680	87366.64860	0.02520882	3		250	250		136.07350	1798.52500	0.00000	840.89553	840.89553	22301	27007
650	640	655320	1665.960	0.405	1.00024316	-1	1839.740	1836.320	3378351.35680	87366.64860	0.02520882	3		250			135.56650	1794.13500	0.00000	4.41918	4.41918	22301	28812
651	641	655395	1666.185	0.225	1.00013506	-1	1839.740	1836.320	3378351.35680	87366.64860	0.02520882	3		251	251	251	1653.97000	255.97900	0.00000	2161.35908	2161.35908	11821	19894
652	642	656856	1670.568	4.383	1.00263056	-1	1839.720	1836.300	3378277.83600	87440.16940	0.02523003	3		250			135.44750	1804.75500	0.00000	2169.01307	6.26137	25312	27007
653	643	657106	1671.318	0.750	1.00044895	-1	1839.710	1836.300	3378259.47300	87458.53240	0.02523533	3		250		250	115.64050	1814.86000	0.00000	22.23574	22.23574	21873	25979
654	644	664199	1692.597	21.279	1.01273187	-1	1839.620	1836.190	3377891.84780	87826.15760	0.02534140	4	4	252	252		550.67600	1594.27000	0.00000	487.76617	487.76617	23577	29616
655	645	664899	1694.697	2.100	1.00124070	-1	1839.610	1836.180	3377855.08980	87862.91560	0.02535201	4		253	253		86.85050	583.02200	0.00000	1112.54511	1112.54511	3747	8989
656	646	665712	1697.136	2.439	1.00143920	-1	1839.600	1836.170	3377818.33200	87899.67340	0.02536262	4		252		252	568.52850	1567.97500	0.00000	1096.42424	31.78268	21436	28873
657	647	665773	1697.319	0.183	1.00010783	-1	1839.600	1836.170	3377818.33200	87899.67340	0.02536262	4		253			91.64600	571.67400	0.00000	1104.55086	12.31966	4568	8755
