Swap #	Nswaps (direction corrected)	Timestep	Time	dTime	TimeRatio	Swap direction	X size	Y size	Surface area	-dS	-dS/S0	OLD Subavalanche #	OLD Subavalanche start	Subavalanche #	Subavalanche start	Subavalanche end	Swap bond c.x	Swap bond c.y	Swap bond c.z	Distance to previous swap	Distance to prev assoc swap	Atom1	Atom2
2729	2513	84592211	253476.633	26.088	1.00010293	-1	1825.280	1822.300	3326207.74400	139510.26140	0.04025436	146		761	761		429.98500	298.82100	0.00000	39.51838	39.51838	2151	8275
2730	2514	84593241	253479.723	3.090	1.00001219	-1	1825.280	1822.290	3326189.49120	139528.51420	0.04025963	146		761			428.68100	288.03450	0.00000	10.86504	10.86504	5133	8192
2731	2515	84596426	253489.278	9.555	1.00003770	-1	1825.270	1822.300	3326189.52100	139528.48440	0.04025962	146		761		761	505.78200	301.68900	0.00000	78.30076	78.30076	3797	7529
2732	2516	84602285	253506.855	17.577	1.00006934	-1	1825.260	1822.310	3326189.55060	139528.45480	0.04025961	146		762	762		640.35850	254.59150	0.00000	142.57983	142.57983	2050	9601
2733	2517	84603451	253510.353	3.498	1.00001380	-1	1825.260	1822.300	3326171.29800	139546.70740	0.04026488	146		762			634.30850	266.76800	0.00000	13.59668	13.59668	265	3950
2734	2518	84603934	253511.802	1.449	1.00000572	-1	1825.260	1822.300	3326171.29800	139546.70740	0.04026488	146		762			625.07850	257.60850	0.00000	13.00344	13.00344	1677	9996
2735	2519	84606490	253519.470	7.668	1.00003025	-1	1825.260	1822.300	3326171.29800	139546.70740	0.04026488	146		762			579.12000	273.08250	0.00000	48.49359	48.49359	4208	6438
2736	2520	84606801	253520.403	0.933	1.00000368	-1	1825.270	1822.300	3326189.52100	139528.48440	0.04025962	146		762		762	589.26150	270.67950	0.00000	10.42230	10.42230	4067	8228
2737	2521	88759791	265979.373	12458.970	1.04914386	-1	1825.210	1822.220	3325934.16620	139783.83920	0.04033330	147	147	763	763	763	204.53900	786.69750	0.00000	643.65051	643.65051	4116	7153
2738	2522	125709254	376827.762	110848.389	1.41675558	-1	1825.210	1822.200	3325897.66200	139820.34340	0.04034383	148	148	764	764		1648.63500	1025.70000	0.00000	1463.74023	1463.74023	32618	36282
2739	2523	125710376	376831.128	3.366	1.00000893	-1	1825.210	1822.200	3325897.66200	139820.34340	0.04034383	148		764			1643.27000	1015.88500	0.00000	11.18559	11.18559	33326	37249
2740	2524	125710817	376832.451	1.323	1.00000351	-1	1825.210	1822.200	3325897.66200	139820.34340	0.04034383	148		764			1670.47500	1025.99500	0.00000	29.02282	21.84199	36699	38801
2741	2525	125711527	376834.581	2.130	1.00000565	-1	1825.210	1822.200	3325897.66200	139820.34340	0.04034383	148		764			1625.63500	1007.47500	0.00000	48.51408	19.53769	35007	37643
2742	2526	125712796	376838.388	3.807	1.00001010	-1	1825.210	1822.200	3325897.66200	139820.34340	0.04034383	148		764			1621.59500	1012.34500	0.00000	6.32760	6.32760	34178	37643
2743	2527	125713056	376839.168	0.780	1.00000207	-1	1825.210	1822.200	3325897.66200	139820.34340	0.04034383	148		764			1633.32500	1016.98500	0.00000	12.61438	10.00565	32836	37606
2744	2528	125713596	376840.788	1.620	1.00000430	-1	1825.200	1822.200	3325879.44000	139838.56540	0.04034909	148		764		764	1705.08000	974.35200	0.00000	83.46468	62.16515	35449	36761
2745	2529	125716940	376850.820	10.032	1.00002662	-1	1825.190	1822.200	3325861.21800	139856.78740	0.04035435	148		765	765	765	1695.95500	950.31250	0.00000	25.71309	25.71309	30573	38927
2746	2530	146842556	440227.668	63376.848	1.16817490	-1	1825.140	1822.120	3325624.09680	140093.90860	0.04042277	149	149	766	766		1631.18500	847.67600	0.00000	121.36476	121.36476	12517	12831
2747	2529	146843178	440229.534	1.866	1.00000424	1	1825.140	1822.130	3325642.34820	140075.65720	0.04041750	149		766		766	1650.84500	846.24050	0.00000	19.71234	19.71234	17076	17561
2748	2530	240614603	721543.809	281314.275	1.63901727	-1	1825.150	1822.130	3325660.56950	140057.43590	0.04041224	150	150	767	767	767	1686.97000	1335.05500	0.00000	490.14756	490.14756	34799	39974
2749	2531	240621882	721565.646	21.837	1.00003026	-1	1825.140	1822.140	3325660.59960	140057.40580	0.04041223	150		768	768		1670.17000	1344.61500	0.00000	19.32960	19.32960	35472	39533
2750	2532	240623552	721570.656	5.010	1.00000694	-1	1825.140	1822.150	3325678.85100	140039.15440	0.04040697	150		768			1661.57500	1352.68000	0.00000	11.78636	11.78636	33969	39525
2751	2533	240623947	721571.841	1.185	1.00000164	-1	1825.140	1822.150	3325678.85100	140039.15440	0.04040697	150		768			1679.26000	1340.89000	0.00000	21.25472	9.82363	30667	35644
2752	2534	240624103	721572.309	0.468	1.00000065	-1	1825.140	1822.150	3325678.85100	140039.15440	0.04040697	150		768			1644.51000	1372.44500	0.00000	46.93912	26.11263	31232	36043
2753	2535	240624288	721572.864	0.555	1.00000077	-1	1825.140	1822.150	3325678.85100	140039.15440	0.04040697	150		768			1625.61500	1312.62000	0.00000	62.73796	53.83238	34783	36542
2754	2536	240625076	721575.228	2.364	1.00000328	-1	1825.140	1822.150	3325678.85100	140039.15440	0.04040697	150		768			1649.03500	1349.41000	0.00000	43.61193	12.95934	31217	38169
2755	2537	240625435	721576.305	1.077	1.00000149	-1	1825.140	1822.150	3325678.85100	140039.15440	0.04040697	150		768		768	1643.18500	1321.86500	0.00000	28.15936	19.85384	31662	39395
2756	2538	269301052	807603.156	86026.851	1.11922073	-1	1825.090	1822.090	3325478.23810	140239.76730	0.04046485	151	151	769	769		1804.09500	1653.66500	0.00000	368.75909	368.75909	33306	37937
2757	2539	269301492	807604.476	1.320	1.00000163	-1	1825.080	1822.080	3325441.76640	140276.23900	0.04047538	151		769			1801.74500	1665.45500	0.00000	12.02192	12.02192	31982	35864
2758	2540	269301684	807605.052	0.576	1.00000071	-1	1825.080	1822.080	3325441.76640	140276.23900	0.04047538	151		769			1813.02500	1666.28500	0.00000	11.31050	11.31050	32718	34647
2759	2541	269303610	807610.830	5.778	1.00000715	-1	1825.060	1822.080	3325405.32480	140312.68060	0.04048589	151		769			1797.38000	1662.71500	0.00000	16.04715	5.15372	34610	35864
2760	2540	269304569	807613.707	2.877	1.00000356	1	1825.060	1822.070	3325387.07420	140330.93120	0.04049116	151		769			1805.35500	1662.98500	0.00000	7.97957	4.37413	32718	35864
2761	2539	269305575	807616.725	3.018	1.00000374	1	1825.070	1822.060	3325387.04420	140330.96120	0.04049117	151		769		769	1804.34500	1658.48500	0.00000	4.61195	4.61195	35864	37937
2762	2540	269308980	807626.940	10.215	1.00001265	-1	1825.070	1822.060	3325387.04420	140330.96120	0.04049117	151		770	770	770	1788.91500	1631.38000	0.00000	31.18920	31.18920	34328	37876
2763	2541	286279627	858538.881	50911.941	1.06303893	-1	1825.040	1822.100	3325405.38400	140312.62140	0.04048587	152	152	771	771		423.86150	1459.95000	0.00000	1375.77589	1375.77589	25986	28030
2764	2542	286281434	858544.302	5.421	1.00000631	-1	1825.040	1822.100	3325405.38400	140312.62140	0.04048587	152		771			423.35700	1454.36000	0.00000	5.61272	5.61272	25986	29165
2765	2543	286281495	858544.485	0.183	1.00000021	-1	1825.040	1822.100	3325405.38400	140312.62140	0.04048587	152		771			432.18150	1453.04000	0.00000	8.92268	8.92268	20488	28456
2766	2542	286283289	858549.867	5.382	1.00000627	1	1825.030	1822.100	3325387.16300	140330.84240	0.04049113	152		771		771	438.50250	1479.85000	0.00000	27.54507	27.54507	20914	25137
2767	2543	286293589	858580.767	30.900	1.00003599	-1	1825.030	1822.100	3325387.16300	140330.84240	0.04049113	152		772	772		447.37450	1474.40000	0.00000	10.41225	10.41225	20914	24748
2768	2544	286295174	858585.522	4.755	1.00000554	-1	1825.030	1822.110	3325405.41330	140312.59210	0.04048587	152		772			446.01550	1470.38000	0.00000	4.24350	4.24350	20914	24136
2769	2545	286296236	858588.708	3.186	1.00000371	-1	1825.030	1822.110	3325405.41330	140312.59210	0.04048587	152		772		772	449.37250	1478.53000	0.00000	8.81430	4.58791	23687	24748
2770	2546	300792216	902076.648	43487.940	1.05065049	-1	1825.010	1822.100	3325350.72100	140367.28440	0.04050165	153	153	773	773	773	1811.66000	17.50235	0.00000	1997.60582	1997.60582	11127	14199
2771	2547	373026836	1118780.508	216703.860	1.24022777	-1	1825.000	1822.100	3325332.50000	140385.50540	0.04050690	154	154	774	774	774	1593.47000	903.05600	0.00000	912.03736	912.03736	15959	18821
2772	2548	397438245	1192014.735	73234.227	1.06545898	-1	1825.000	1822.120	3325369.00000	140349.00540	0.04049637	155	155	775	775		1658.52000	762.56400	0.00000	154.82088	154.82088	10079	15100
2773	2549	397439308	1192017.924	3.189	1.00000268	-1	1825.000	1822.120	3325369.00000	140349.00540	0.04049637	155		775		775	1648.26500	748.70250	0.00000	17.24257	17.24257	10392	15169
2774	2550	408473114	1225119.342	33101.418	1.02776923	-1	1824.970	1822.100	3325277.83700	140440.16840	0.04052268	156	156	776	776	776	395.25500	1702.48000	0.00000	1574.71444	1574.71444	21446	27023
2775	2551	408476812	1225130.436	11.094	1.00000906	-1	1824.980	1822.080	3325259.55840	140458.44700	0.04052795	156		777	777		387.43950	1709.41000	0.00000	10.44543	10.44543	23811	27481
2776	2552	408477998	1225133.994	3.558	1.00000290	-1	1824.980	1822.080	3325259.55840	140458.44700	0.04052795	156		777		777	369.38950	1713.55000	0.00000	18.51870	18.51870	25081	25945
2777	2553	423693328	1270779.984	45645.990	1.03725796	-1	1824.960	1822.100	3325259.61600	140458.38940	0.04052793	157	157	778	778		835.70700	1289.84500	0.00000	630.06185	630.06185	24379	25800
2778	2554	423694267	1270782.801	2.817	1.00000222	-1	1824.960	1822.100	3325259.61600	140458.38940	0.04052793	157		778		778	844.63150	1279.17000	0.00000	13.91411	13.91411	22560	25783
2779	2555	462445290	1387035.870	116253.069	1.09148146	-1	1824.980	1822.050	3325204.80900	140513.19640	0.04054375	158	158	779	779		241.01050	1612.86000	0.00000	689.71540	689.71540	20078	29458
2780	2556	462445773	1387037.319	1.449	1.00000104	-1	1824.980	1822.050	3325204.80900	140513.19640	0.04054375	158		779			248.59950	1609.88000	0.00000	8.15312	8.15312	24558	28603
2781	2557	462447865	1387043.595	6.276	1.00000452	-1	1824.980	1822.050	3325204.80900	140513.19640	0.04054375	158		779			217.77500	1635.94500	0.00000	40.36749	32.75371	20389	21221
2782	2558	462448140	1387044.420	0.825	1.00000059	-1	1824.990	1822.050	3325223.02950	140494.97590	0.04053849	158		779			249.71000	1567.27500	0.00000	75.73251	42.61947	27087	28361
2783	2559	462448385	1387045.155	0.735	1.00000053	-1	1824.990	1822.050	3325223.02950	140494.97590	0.04053849	158		779			240.89500	1626.64500	0.00000	60.02084	13.78548	22921	23860
2784	2560	462448909	1387046.727	1.572	1.00000113	-1	1824.990	1822.050	3325223.02950	140494.97590	0.04053849	158		779			260.08700	1625.43000	0.00000	19.23042	19.23042	26621	29536
2785	2559	462449082	1387047.246	0.519	1.00000037	1	1824.990	1822.050	3325223.02950	140494.97590	0.04053849	158		779			216.45900	1614.39500	0.00000	45.00193	21.59014	26170	27006
2786	2560	462449228	1387047.684	0.438	1.00000032	-1	1824.990	1822.050	3325223.02950	140494.97590	0.04053849	158		779			241.38000	1634.76000	0.00000	32.18368	8.12948	24371	26259
2787	2561	462449458	1387048.374	0.690	1.00000050	-1	1824.990	1822.040	3325204.77960	140513.22580	0.04054376	158		779			187.47150	1670.47000	0.00000	64.66321	45.93776	20188	21541
2788	2562	462449514	1387048.542	0.168	1.00000012	-1	1824.990	1822.040	3325204.77960	140513.22580	0.04054376	158		779			251.53700	1579.45500	0.00000	111.30193	12.31626	24052	28923
2789	2561	462449929	1387049.787	1.245	1.00000090	1	1824.990	1822.040	3325204.77960	140513.22580	0.04054376	158		779			210.60050	1656.32000	0.00000	87.08631	21.60125	20257	26881
2790	2562	462450972	1387052.916	3.129	1.00000226	-1	1824.980	1822.030	3325168.30940	140549.69600	0.04055428	158		779			194.31000	1661.25000	0.00000	17.02014	11.47926	27719	27831
2791	2561	462451805	1387055.415	2.499	1.00000180	1	1824.990	1822.030	3325186.52970	140531.47570	0.04054902	158		779		779	181.97600	1569.76500	0.00000	92.31269	56.39959	26470	28096
2792	2562	462458409	1387075.227	19.812	1.00001428	-1	1824.990	1822.030	3325186.52970	140531.47570	0.04054902	158		780	780	780	276.10950	1623.20500	0.00000	108.24486	108.24486	28356	28745
2793	2563	462765992	1387997.976	922.749	1.00066525	-1	1824.920	1821.990	3324985.99080	140732.01460	0.04060689	159	159	781	781		476.63400	1547.05000	0.00000	214.49862	214.49862	20687	28494
2794	2564	462766994	1388000.982	3.006	1.00000217	-1	1824.920	1821.990	3324985.99080	140732.01460	0.04060689	159		781		781	479.30100	1543.12000	0.00000	4.74950	4.74950	25217	28494
2795	2565	629125618	1887076.854	499075.872	1.35956449	-1	1824.870	1822.030	3324967.88610	140750.11930	0.04061211	160	160	782	782		1778.82000	1383.26500	0.00000	1309.31404	1309.31404	37628	37701
2796	2566	629126027	1887078.081	1.227	1.00000065	-1	1824.870	1822.030	3324967.88610	140750.11930	0.04061211	160		782			1781.21000	1394.53000	0.00000	11.51574	11.51574	36114	36655
2797	2567	629126413	1887079.239	1.158	1.00000061	-1	1824.870	1822.030	3324967.88610	140750.11930	0.04061211	160		782			1769.62500	1387.13000	0.00000	13.74672	9.97428	33182	38907
2798	2568	629128901	1887086.703	7.464	1.00000396	-1	1824.860	1822.030	3324949.66580	140768.33960	0.04061737	160		782			1792.29000	1380.19000	0.00000	23.70371	13.81653	38567	39379
2799	2567	629128919	1887086.757	0.054	1.00000003	1	1824.860	1822.030	3324949.66580	140768.33960	0.04061737	160		782			1730.66500	1459.57500	0.00000	100.49686	82.25667	31206	38145
2800	2568	629130125	1887090.375	3.618	1.00000192	-1	1824.850	1822.030	3324931.44550	140786.55990	0.04062262	160		782			1802.77500	1382.38500	0.00000	105.63214	10.71229	37238	38293
2801	2569	629130663	1887091.989	1.614	1.00000086	-1	1824.850	1822.030	3324931.44550	140786.55990	0.04062262	160		782			1796.38000	1466.49000	0.00000	84.34777	66.07782	34670	38958
2802	2570	629131670	1887095.010	3.021	1.00000160	-1	1824.840	1822.020	3324894.97680	140823.02860	0.04063315	160		782			1799.24500	1475.30500	0.00000	9.26890	9.26890	32600	32655
2803	2571	629131705	1887095.115	0.105	1.00000006	-1	1824.840	1822.020	3324894.97680	140823.02860	0.04063315	160		782			1786.16000	1396.26500	0.00000	80.11578	17.20414	34681	36655
2804	2572	629132120	1887096.360	1.245	1.00000066	-1	1824.840	1822.020	3324894.97680	140823.02860	0.04063315	160		782			1791.06500	1465.59000	0.00000	69.49831	5.39066	34670	35575
2805	2573	629132985	1887098.955	2.595	1.00000138	-1	1824.830	1822.020	3324876.75660	140841.24880	0.04063840	160		782			1803.57500	1484.85000	0.00000	22.96623	10.48122	34931	37870
2806	2574	629134100	1887102.300	3.345	1.00000177	-1	1824.810	1822.020	3324840.31620	140877.68920	0.04064892	160		782			1801.94000	1368.09500	0.00000	116.76645	32.28866	37222	38862
2807	2575	629134244	1887102.732	0.432	1.00000023	-1	1824.810	1822.020	3324840.31620	140877.68920	0.04064892	160		782			1806.06000	1502.43500	0.00000	134.40316	17.75971	34054	39241
2808	2576	629134558	1887103.674	0.942	1.00000050	-1	1824.790	1822.020	3324803.87580	140914.12960	0.04065943	160		782			1803.08000	1529.79000	0.00000	27.51684	27.51684	30533	39987
2809	2577	629134676	1887104.028	0.354	1.00000019	-1	1824.790	1822.020	3324803.87580	140914.12960	0.04065943	160		782			1806.50000	1377.55500	0.00000	152.27341	10.50168	30367	37238
2810	2578	629134801	1887104.403	0.375	1.00000020	-1	1824.780	1822.020	3324785.65560	140932.34980	0.04066469	160		782			1808.80000	1353.99500	0.00000	23.67200	15.68023	34238	36733
2811	2579	629134876	1887104.628	0.225	1.00000012	-1	1824.780	1822.030	3324803.90340	140914.10200	0.04065943	160		782			1783.47500	1399.46000	0.00000	52.04250	4.17340	34681	36114
2812	2580	629135344	1887106.032	1.404	1.00000074	-1	1824.770	1822.030	3324785.68310	140932.32230	0.04066468	160		782			1761.11500	1533.93000	0.00000	136.31636	42.16872	33661	39576
2813	2581	629135518	1887106.554	0.522	1.00000028	-1	1824.770	1822.030	3324785.68310	140932.32230	0.04066468	160		782			1778.37000	1531.73500	0.00000	17.39405	17.39405	32070	34118
2814	2582	629135665	1887106.995	0.441	1.00000023	-1	1824.770	1822.030	3324785.68310	140932.32230	0.04066468	160		782		782	1767.29500	1545.33000	0.00000	17.53510	12.96736	35182	36920
2815	2583	629431753	1887995.259	888.264	1.00047070	-1	1824.730	1821.910	3324493.83430	141224.17110	0.04074889	161	161	783	783	783	1803.42000	1498.11000	0.00000	59.45371	59.45371	38836	39241
2816	2584	629435733	1888007.199	11.940	1.00000632	-1	1824.720	1821.920	3324493.86240	141224.14300	0.04074888	161		784	784		1807.58500	1489.79000	0.00000	9.30428	9.30428	34931	38153
2817	2585	629436126	1888008.378	1.179	1.00000062	-1	1824.720	1821.920	3324493.86240	141224.14300	0.04074888	161		784		784	1816.99500	1508.23000	0.00000	20.70221	20.70221	37084	39842
2818	2586	629620305	1888560.915	552.537	1.00029266	-1	1824.710	1821.940	3324512.13740	141205.86800	0.04074361	162	162	785	785		1723.06500	1732.33000	0.00000	242.98900	242.98900	34921	39477
2819	2587	629621142	1888563.426	2.511	1.00000133	-1	1824.710	1821.940	3324512.13740	141205.86800	0.04074361	162		785			1727.99500	1721.37500	0.00000	12.01320	12.01320	31958	39253
2820	2588	629621309	1888563.927	0.501	1.00000027	-1	1824.710	1821.940	3324512.13740	141205.86800	0.04074361	162		785			1728.10000	1742.67500	0.00000	21.30026	11.50523	32371	32995
2821	2589	629622166	1888566.498	2.571	1.00000136	-1	1824.700	1821.950	3324512.16500	141205.84040	0.04074360	162		785			1734.01000	1750.84000	0.00000	10.07945	10.07945	32104	37749
2822	2590	629623127	1888569.381	2.883	1.00000153	-1	1824.690	1821.940	3324475.69860	141242.30680	0.04075413	162		785			1741.29500	1755.00000	0.00000	8.38909	8.38909	31409	31623
2823	2589	629623192	1888569.576	0.195	1.00000010	1	1824.690	1821.940	3324475.69860	141242.30680	0.04075413	162		785			1760.14500	1758.45000	0.00000	19.16312	19.16312	32343	39750
2824	2590	629623766	1888571.298	1.722	1.00000091	-1	1824.690	1821.940	3324475.69860	141242.30680	0.04075413	162		785			1734.97000	1767.41500	0.00000	26.72362	13.93334	34505	36764
2825	2591	629623928	1888571.784	0.486	1.00000026	-1	1824.680	1821.940	3324457.47920	141260.52620	0.04075938	162		785			1734.52000	1777.18000	0.00000	9.77536	9.77536	38107	38944
2826	2592	629625239	1888575.717	3.933	1.00000208	-1	1824.670	1821.920	3324402.76640	141315.23900	0.04077517	162		785			1716.71500	1790.65000	0.00000	22.32619	22.32619	33169	38338
2827	2593	629627856	1888583.568	7.851	1.00000416	-1	1824.660	1821.910	3324366.30060	141351.70480	0.04078569	162		785			1694.05500	1805.15500	0.00000	26.90484	26.90484	35498	38656
2828	2592	629628167	1888584.501	0.933	1.00000049	1	1824.660	1821.910	3324366.30060	141351.70480	0.04078569	162		785			1685.05500	1801.56500	0.00000	9.68959	9.68959	33774	35498
2829	2593	629628252	1888584.756	0.255	1.00000014	-1	1824.660	1821.910	3324366.30060	141351.70480	0.04078569	162		785			1680.68500	1817.58000	0.00000	16.60052	16.60052	36305	38602
2830	2594	629630666	1888591.998	7.242	1.00000383	-1	1824.650	1821.910	3324348.08150	141369.92390	0.04079095	162		785			1681.09000	1760.49000	0.00000	57.09144	41.26593	30053	38906
2831	2595	629631209	1888593.627	1.629	1.00000086	-1	1824.650	1821.910	3324348.08150	141369.92390	0.04079095	162		785			1688.92000	1762.64500	0.00000	8.12114	8.12114	35185	38042
2832	2596	629631825	1888595.475	1.848	1.00000098	-1	1824.640	1821.900	3324311.61600	141406.38940	0.04080147	162		785		785	1699.48500	1764.63000	0.00000	10.74986	10.74986	31063	33283
2833	2597	629685387	1888756.161	160.686	1.00008508	-1	1824.620	1821.880	3324238.68560	141479.31980	0.04082251	163	163	786	786		1685.27500	1801.16000	0.00000	39.19649	39.19649	33774	35498
2834	2598	629686764	1888760.292	4.131	1.00000219	-1	1824.630	1821.870	3324238.65810	141479.34730	0.04082252	163		786			1687.90500	1811.07500	0.00000	10.25788	10.25788	33713	37936
2835	2599	629688943	1888766.829	6.537	1.00000346	-1	1824.620	1821.870	3324220.43940	141497.56600	0.04082778	163		786			1699.91000	1799.14000	0.00000	16.92821	16.92821	33805	37448
2836	2600	629690094	1888770.282	3.453	1.00000183	-1	1824.620	1821.870	3324220.43940	141497.56600	0.04082778	163		786			1715.15500	1784.58000	0.00000	21.08088	21.08088	32238	38338
2837	2601	629690608	1888771.824	1.542	1.00000082	-1	1824.610	1821.870	3324202.22070	141515.78470	0.04083304	163		786			1707.45000	1791.56000	0.00000	10.39651	10.39651	33169	36658
2838	2600	629691591	1888774.773	2.949	1.00000156	1	1824.600	1821.870	3324184.00200	141534.00340	0.04083829	163		786			1715.02500	1790.12000	0.00000	7.71066	5.54153	33169	38338
2839	2601	629691679	1888775.037	0.264	1.00000014	-1	1824.600	1821.870	3324184.00200	141534.00340	0.04083829	163		786			1759.95500	1758.85000	0.00000	54.74046	51.66307	32343	39750
2840	2602	629691918	1888775.754	0.717	1.00000038	-1	1824.600	1821.870	3324184.00200	141534.00340	0.04083829	163		786		786	1711.08000	1761.94000	0.00000	48.97258	23.00381	34547	39201
2841	2603	629704536	1888813.608	37.854	1.00002004	-1	1824.580	1821.870	3324147.56460	141570.44080	0.04084881	164	164	787	787		1631.21500	1657.39500	0.00000	131.56016	131.56016	38197	38229
2842	2604	629705140	1888815.420	1.812	1.00000096	-1	1824.580	1821.870	3324147.56460	141570.44080	0.04084881	164		787		787	1618.06000	1666.42000	0.00000	15.95320	15.95320	30749	36042
2843	2605	630132471	1890097.413	1281.993	1.00067873	-1	1824.560	1821.870	3324111.12720	141606.87820	0.04085932	165	165	788	788	788	1758.58000	1703.96500	0.00000	145.44930	145.44930	31798	32370
2844	2606	630497801	1891193.403	1095.990	1.00057986	-1	1824.580	1821.860	3324129.31880	141588.68660	0.04085407	166	166	789	789		883.51450	1228.05500	0.00000	996.10740	996.10740	20509	29160
2845	2605	630498362	1891195.086	1.683	1.00000089	1	1824.580	1821.850	3324111.07300	141606.93240	0.04085933	166		789			875.28750	1214.75500	0.00000	15.63885	15.63885	24703	25551
2846	2604	630498815	1891196.445	1.359	1.00000072	1	1824.570	1821.850	3324092.85450	141625.15090	0.04086459	166		789		789	874.71850	1261.81500	0.00000	47.06344	34.88706	20442	27644
2847	2605	637588168	1912464.504	21268.059	1.01124582	-1	1824.560	1821.890	3324147.61840	141570.38700	0.04084879	167	167	790	790		1769.23500	393.35750	0.00000	1246.74705	1246.74705	17688	19708
2848	2606	637589150	1912467.450	2.946	1.00000154	-1	1824.550	1821.890	3324129.39950	141588.60590	0.04085405	167		790		790	1768.26500	389.75250	0.00000	3.73322	3.73322	12475	17688
2849	2607	637600859	1912502.577	35.127	1.00001837	-1	1824.530	1821.890	3324092.96170	141625.04370	0.04086456	167		791	791		1675.81000	360.50950	0.00000	96.96948	96.96948	15705	15771
2850	2606	637602759	1912508.277	5.700	1.00000298	1	1824.530	1821.890	3324092.96170	141625.04370	0.04086456	167		791		791	1676.23000	351.96700	0.00000	8.55282	8.55282	10957	15705
2851	2607	642179053	1926237.159	13728.882	1.00717847	-1	1824.530	1821.880	3324074.71640	141643.28900	0.04086983	168	168	792	792	792	1658.99000	441.58400	0.00000	91.26020	91.26020	13969	19525
2852	2608	644060468	1931881.404	5644.245	1.00293019	-1	1824.520	1821.890	3324074.74280	141643.26260	0.04086982	169	169	793	793	793	483.61850	1251.82500	0.00000	1427.58140	1427.58140	28070	29678
2853	2609	654298156	1962594.468	30713.064	1.01589801	-1	1824.510	1821.900	3324074.76900	141643.23640	0.04086981	170	170	794	794		1242.16000	1788.72500	0.00000	929.32600	929.32600	31041	38016
2854	2610	654298650	1962595.950	1.482	1.00000076	-1	1824.520	1821.890	3324074.74280	141643.26260	0.04086982	170		794			1246.80000	1789.09500	0.00000	4.65473	4.65473	30979	38016
2855	2611	654299030	1962597.090	1.140	1.00000058	-1	1824.520	1821.880	3324056.49760	141661.50780	0.04087508	170		794			1251.90500	1790.02000	0.00000	5.18813	5.18813	30979	35337
2856	2612	654299709	1962599.127	2.037	1.00000104	-1	1824.520	1821.870	3324038.25240	141679.75300	0.04088035	170		794			1260.84000	1781.84500	0.00000	12.11053	12.11053	30267	36953
2857	2613	654300724	1962602.172	3.045	1.00000155	-1	1824.520	1821.860	3324020.00720	141697.99820	0.04088561	170		794			1226.93000	1802.13500	0.00000	39.51673	20.29239	36290	37071
2858	2614	654300780	1962602.340	0.168	1.00000009	-1	1824.520	1821.860	3324020.00720	141697.99820	0.04088561	170		794			1288.10500	1772.69500	0.00000	67.89031	28.75939	33118	37310
2859	2615	654300826	1962602.478	0.138	1.00000007	-1	1824.520	1821.850	3324001.76200	141716.24340	0.04089088	170		794			1291.27500	1782.64500	0.00000	10.44277	10.44277	30799	38467
2860	2616	654301541	1962604.623	2.145	1.00000109	-1	1824.510	1821.850	3323983.54350	141734.46190	0.04089613	170		794			1289.85000	1769.40500	0.00000	13.31646	3.72413	32384	33118
2861	2617	654302161	1962606.483	1.860	1.00000095	-1	1824.520	1821.840	3323983.51680	141734.48860	0.04089614	170		794		794	1294.14500	1766.38500	0.00000	5.25047	5.25047	32384	33321
2862	2618	656096248	1967988.744	5382.261	1.00274240	-1	1824.500	1821.810	3323892.34500	141825.66040	0.04092245	171	171	795	795		824.56000	1633.90500	0.00000	487.91497	487.91497	23625	25467
2863	2619	656096872	1967990.616	1.872	1.00000095	-1	1824.510	1821.800	3323892.31800	141825.68740	0.04092245	171		795			821.40750	1636.96500	0.00000	4.39339	4.39339	25467	26253
2864	2620	656097767	1967993.301	2.685	1.00000136	-1	1824.500	1821.800	3323874.10000	141843.90540	0.04092771	171		795			827.44050	1630.31000	0.00000	8.98254	4.60666	23625	28903
2865	2619	656098315	1967994.945	1.644	1.00000084	1	1824.500	1821.800	3323874.10000	141843.90540	0.04092771	171		795			820.66700	1632.55000	0.00000	7.13428	4.12207	23625	26253
2866	2620	656099629	1967998.887	3.942	1.00000200	-1	1824.500	1821.800	3323874.10000	141843.90540	0.04092771	171		795			803.45250	1614.02000	0.00000	25.29229	25.29229	28050	28341
2867	2621	656101280	1968003.840	4.953	1.00000252	-1	1824.500	1821.790	3323855.85500	141862.15040	0.04093298	171		795			815.89750	1668.18000	0.00000	55.57143	35.94781	21917	23517
2868	2622	656101452	1968004.356	0.516	1.00000026	-1	1824.500	1821.790	3323855.85500	141862.15040	0.04093298	171		795			819.57450	1653.59500	0.00000	15.04136	15.04136	26367	26661
2869	2623	656102162	1968006.486	2.130	1.00000108	-1	1824.500	1821.790	3323855.85500	141862.15040	0.04093298	171		795			820.65050	1645.27000	0.00000	8.39425	8.39425	20316	25044
2870	2624	656102832	1968008.496	2.010	1.00000102	-1	1824.510	1821.780	3323855.82780	141862.17760	0.04093298	171		795			740.54850	1645.01000	0.00000	80.10242	70.12341	22440	22815
2871	2625	656106132	1968018.396	9.900	1.00000503	-1	1824.500	1821.770	3323819.36500	141898.64040	0.04094350	171		795		795	695.54650	1612.62000	0.00000	55.44630	55.44630	28796	29871
2872	2626	656154325	1968162.975	144.579	1.00007346	-1	1824.500	1821.760	3323801.12000	141916.88540	0.04094877	172	172	796	796		1067.25500	1655.90500	0.00000	374.22026	374.22026	36263	39056
